-1.854746454603049865e-03 -1.857448040047477962e-03 -1.860149430256678119e-03 -1.862850560163162262e-03 -1.865551364708244956e-03 -1.868251778845949132e-03 -1.870951737544448729e-03 -1.873651175786445562e-03 -1.876350028576729461e-03 -1.879048230938120106e-03 -1.881745717918594353e-03 -1.884442424591273226e-03 -1.887138286057875747e-03 -1.889833237450486191e-03 -1.892527213933265602e-03 -1.895220150707212312e-03 -1.897911983009716334e-03 -1.900602646117926457e-03 -1.903292075351107086e-03 -1.930104309709535556e-03 -1.956722410848516815e-03 -1.983082757588427482e-03 -2.009122656842120096e-03 -2.034780568031694954e-03 -2.059996322509663642e-03 -2.084711336990501419e-03 -2.108868820163581001e-03 -2.132413971470905126e-03 -2.155294171312653172e-03 -2.177459161830361690e-03 -2.198861217507765576e-03 -2.219455304881721817e-03 -2.239199230709937143e-03 -2.258053777983261463e-03 -2.275982829244135343e-03 -2.292953476730515659e-03 -2.308936118922474013e-03 -2.410395910909449504e-03 -2.406365896583420073e-03 -2.321324215948524297e-03 -2.198605563487529817e-03 -2.082462365569057432e-03 -2.002607714430018181e-03 -1.967171312117618840e-03 -1.965548231507885466e-03 -1.978067979210042932e-03 -1.986929518162111434e-03 -1.983337960124502419e-03 -1.968557500223685509e-03 -1.949938078789059280e-03 -1.935136219317871650e-03 -1.927872220035938434e-03 -1.926980133617781348e-03 -1.928373692399646885e-03 -1.928100995506954948e-03 -1.898567491446545661e-03 -1.886351681548266478e-03 -1.879108951029904344e-03 -1.874039038623180912e-03 -1.870562797736580228e-03 -1.867884509664425024e-03 -1.865835739702658867e-03 -1.864180450135763736e-03 -1.862834236614956205e-03 -1.861708367594584442e-03 -1.860757857921743839e-03 -1.859942014037288104e-03 -1.859235592323752644e-03 -1.858617125906322819e-03 -1.858071632870367208e-03 -1.857586634413336147e-03 -1.857152763672432951e-03 -1.856762240285022431e-03 -1.854289093215556652e-03 -1.853052544411144201e-03 -1.852310621611929706e-03 -1.851816008532781955e-03 -1.851462714334584873e-03 -1.851197744085065653e-03 -1.850991656319924154e-03 -1.850826786222298497e-03 -1.850691892574464438e-03 -1.850579481244073437e-03 -1.850484363991272783e-03 -1.850402834935405225e-03 -1.850332176433532386e-03 -1.850270350253183007e-03 -1.850215797747475606e-03 -1.850167306636145079e-03 -1.850123919855177230e-03 -1.850084871755278528e-03
-2.775747471452331017e-03 -2.780959893495269473e-03 -2.786171857095106740e-03 -2.791383209465971623e-03 -2.796593797850161801e-03 -2.801803469518465185e-03 -2.807012071784607994e-03 -2.812219452004721329e-03 -2.817425457587102895e-03 -2.822629935997435918e-03 -2.827832734765744951e-03 -2.833033701492665164e-03 -2.838232683855103182e-03 -2.843429529615492269e-03 -2.848624086623423833e-03 -2.853816202827227141e-03 -2.859005726275870140e-03 -2.864192505128176480e-03 -2.869376387657886565e-03 -2.921022630727688509e-03 -2.972213443885403285e-03 -3.022799996041217446e-03 -3.072635990448661664e-03 -3.121578274642539900e-03 -3.169487434942446554e-03 -3.216228372330223739e-03 -3.261670857109876497e-03 -3.305690059568740149e-03 -3.348167054053921045e-03 -3.388989294043215361e-03 -3.428051055940538328e-03 -3.465253849491639528e-03 -3.500506792900727297e-03 -3.533726950913748839e-03 -3.564839634341721714e-03 -3.593778659702848936e-03 -3.620486567861841334e-03 -3.758676387291306521e-03 -3.676677095986436404e-03 -3.449847273946890589e-03 -3.188706214511579425e-03 -2.989172077341565453e-03 -2.896850933633807277e-03 -2.899920053903203791e-03 -2.949282635648355251e-03 -2.991424201572383691e-03 -2.995461069509672801e-03 -2.962133835680431579e-03 -2.914171462658788573e-03 -2.877393676327235326e-03 -2.864961905183835509e-03 -2.872809916766349940e-03 -2.886254973471591954e-03 -2.891357655689613497e-03 -2.883198232954057097e-03 -2.829343925653947378e-03 -2.818524028890024256e-03 -2.806007218582356327e-03 -2.799951506045904141e-03 -2.794696691208586187e-03 -2.791166947643728118e-03 -2.788222822575786054e-03 -2.785972321374998069e-03 -2.784071584433540133e-03 -2.782523463167701962e-03 -2.781190997597425465e-03 -2.780063488173049012e-03 -2.779076697015509662e-03 -2.778219652683607856e-03 -2.777459190458455348e-03 -2.776786032283093571e-03 -2.776181905795997197e-03 -2.775639360920130038e-03 -2.772200042365946960e-03 -2.770480495311534053e-03 -2.769448766204445685e-03 -2.768760947937962819e-03 -2.768269649539199188e-03 -2.767901175918039813e-03 -2.767614585414353984e-03 -2.767385313062520162e-03 -2.767197726622114794e-03 -2.767041404606668080e-03 -2.766909132143609978e-03 -2.766795755754578555e-03 -2.766697496222838247e-03 -2.766611519136280822e-03 -2.766535657003060551e-03 -2.766468223997701256e-03 -2.766407889204668905e-03 -2.766353587891865438e-03
-3.583980209774815205e-03 -3.592152524710000207e-03 -3.600324014351528011e-03 -3.608494403661271360e-03 -3.616663417653520705e-03 -3.624830781407196219e-03 -3.632996220077685991e-03 -3.641159458911762906e-03 -3.649320223259241991e-03 -3.657478238585193300e-03 -3.665633230485399602e-03 -3.673784924694652263e-03 -3.681933047104886912e-03 -3.690077323775135983e-03 -3.698217480945355760e-03 -3.706353245047435373e-03 -3.714484342720570341e-03 -3.722610500820942338e-03 -3.730731446440117664e-03 -3.811594366989974614e-03 -3.891638048601395693e-03 -3.970595393403294690e-03 -4.048204388977571198e-03 -4.124209327506765839e-03 -4.198361990887635245e-03 -4.270422795129727098e-03 -4.340161887959484086e-03 -4.407360193733874353e-03 -4.471810400106594231e-03 -4.533317881223008008e-03 -4.591701552585177384e-03 -4.646794653153165332e-03 -4.698445450650326830e-03 -4.746517866530739968e-03 -4.790892017476363826e-03 -4.831464670866350911e-03 -4.868149612055760675e-03 -5.014658125651733772e-03 -4.803116423261469779e-03 -4.390890038100087045e-03 -3.982274395026996414e-03 -3.730190296259995684e-03 -3.677448265209833089e-03 -3.762023224315417559e-03 -3.873596502445081184e-03 -3.922824773956309734e-03 -3.883863989819364045e-03 -3.792136664841004503e-03 -3.707794918116069649e-03 -3.673141989007663085e-03 -3.690464092092413193e-03 -3.729421447723192846e-03 -3.753346341562337728e-03 -3.744099161840686550e-03 -3.709913051913794023e-03 -3.647381716815082005e-03 -3.637110768834405684e-03 -3.618046174493782900e-03 -3.612370546335755880e-03 -3.604518831028251987e-03 -3.600703558065272616e-03 -3.596592561413588379e-03 -3.593935033660501828e-03 -3.591417134972914316e-03 -3.589499004007853846e-03 -3.587788813963870872e-03 -3.586357946359993061e-03 -3.585111101286818543e-03 -3.584012661049441884e-03 -3.583056964792707359e-03 -3.582192473143616836e-03 -3.581432999138710847e-03 -3.580737554180828900e-03 -3.576371533667035106e-03 -3.574187109254158175e-03 -3.572876536209727664e-03 -3.572002813033070458e-03 -3.571378726013459039e-03 -3.570910660727872644e-03 -3.570546609960791040e-03 -3.570255369362158957e-03 -3.570017081604108002e-03 -3.569818508475811579e-03 -3.569650485061128583e-03 -3.569506464993615728e-03 -3.569381647601733466e-03 -3.569272432383965941e-03 -3.569176066015449043e-03 -3.569090407021431773e-03 -3.569013764763452438e-03 -3.568944786730391446e-03
-4.320573658404217726e-03 -4.331801784243592517e-03 -4.343028666642859484e-03 -4.354253891217617703e-03 -4.365477043671332595e-03 -4.376697709806526629e-03 -4.387915475556667874e-03 -4.399129927001400008e-03 -4.410340650387449199e-03 -4.421547232150043610e-03 -4.432749258932976340e-03 -4.443946317610602582e-03 -4.455137995310198482e-03 -4.466323879432911384e-03 -4.477503557667980236e-03 -4.488676618023656160e-03 -4.499842648838007185e-03 -4.511001238793289556e-03 -4.522151976974491186e-03 -4.633137418113565317e-03 -4.742889253578465650e-03 -4.851005995686018257e-03 -4.957094410703135126e-03 -5.060771492112457921e-03 -5.161666374630440902e-03 -5.259422177874450988e-03 -5.353697769139272380e-03 -5.444169435178261920e-03 -5.530532453474255872e-03 -5.612502554145123133e-03 -5.689817264250751280e-03 -5.762237127072053315e-03 -5.829546789673507694e-03 -5.891555952867708924e-03 -5.948100178626341585e-03 -5.999041550768554124e-03 -6.044269185735243709e-03 -6.177482132570463053e-03 -5.812656008229403516e-03 -5.207475388825580712e-03 -4.669690192064404957e-03 -4.401792015640586773e-03 -4.422997681639043513e-03 -4.600588700386646322e-03 -4.756806814153371164e-03 -4.778826326138413925e-03 -4.668310732949166805e-03 -4.512788928053890029e-03 -4.410980697291158083e-03 -4.406836389788486991e-03 -4.472049456911709499e-03 -4.539068844529241947e-03 -4.553718007179257191e-03 -4.509054317363506321e-03 -4.441127946402586082e-03 -4.404760593737203252e-03 -4.377997678211456405e-03 -4.361171456314050406e-03 -4.351019411611136908e-03 -4.343565544214053782e-03 -4.337522007473760231e-03 -4.333608266266825507e-03 -4.329585924713065179e-03 -4.327156197526106987e-03 -4.324369084518825748e-03 -4.322646304304204531e-03 -4.320664664433071164e-03 -4.319331125314237324e-03 -4.317885470806368323e-03 -4.316802041250727452e-03 -4.315715173050979278e-03 -4.314815029454628463e-03 -4.313969505149648637e-03 -4.308686341187386443e-03 -4.306043597133493543e-03 -4.304457889928468839e-03 -4.303400812068117372e-03 -4.302645741893037362e-03 -4.302079440807720506e-03 -4.301638984652872248e-03 -4.301286619599645547e-03 -4.300998320907985402e-03 -4.300758072005605483e-03 -4.300554784470262022e-03 -4.300380538010261690e-03 -4.300229524411670369e-03 -4.300097387510514249e-03 -4.299980796127840857e-03 -4.299877159342057470e-03 -4.299784431691174198e-03 -4.299700976804877485e-03
-5.008655653649118217e-03 -5.022912828502689234e-03 -5.037168322780318820e-03 -5.051421576434019824e-03 -5.065672029532485195e-03 -5.079919122288685703e-03 -5.094162295098124925e-03 -5.108400988532927310e-03 -5.122634643476185572e-03 -5.136862701038340077e-03 -5.151084602640241747e-03 -5.165299790017186150e-03 -5.179507705266032068e-03 -5.193707790882075639e-03 -5.207899489746882146e-03 -5.222082245229147171e-03 -5.236255501151193884e-03 -5.250418701846553717e-03 -5.264571292190308414e-03 -5.405391939937620634e-03 -5.544546023953641177e-03 -5.681491856307641433e-03 -5.815699498016451557e-03 -5.946653561796427616e-03 -6.073855926512205031e-03 -6.196828346901906218e-03 -6.315114942877880951e-03 -6.428284553502106383e-03 -6.535932941635248447e-03 -6.637684836133079039e-03 -6.733195799690809211e-03 -6.822153911431849335e-03 -6.904281254627121431e-03 -6.979335201123228020e-03 -7.047109485450754433e-03 -7.107435062886441335e-03 -7.160180747165212009e-03 -7.269110535824551897e-03 -6.744911085040200711e-03 -5.953507690746951200e-03 -5.306464171371873609e-03 -5.046103993554008731e-03 -5.153751421565938226e-03 -5.417203491637047688e-03 -5.595027670436762343e-03 -5.565531829374939683e-03 -5.373600097486916187e-03 -5.164763669245401451e-03 -5.068307476689381738e-03 -5.113741161678517569e-03 -5.229466327208527957e-03 -5.310165573937044095e-03 -5.295516363544010979e-03 -5.204310467409082111e-03 -5.107554256994138037e-03 -5.125445176271589513e-03 -5.062573845700542481e-03 -5.060909670212602150e-03 -5.037767076576027056e-03 -5.036404777485997859e-03 -5.024322444979125064e-03 -5.023149008795953739e-03 -5.016111582139491307e-03 -5.014801380422525233e-03 -5.010555492348509055e-03 -5.009111204919324684e-03 -5.006491974691862877e-03 -5.005034405372974990e-03 -5.003352444222048875e-03 -5.002000364635444604e-03 -5.000838373602729120e-03 -4.999664445031635693e-03 -4.998780903140366723e-03 -4.992530297620527413e-03 -4.989436612556708353e-03 -4.987576540444011233e-03 -4.986336848347279645e-03 -4.985451392304559616e-03 -4.984787278462628896e-03 -4.984270746801081758e-03 -4.983857522692895434e-03 -4.983519430061410585e-03 -4.983237686108808392e-03 -4.982999287392411193e-03 -4.982794945652819531e-03 -4.982617849471664834e-03 -4.982462890307500468e-03 -4.982326161628402965e-03 -4.982204625023422401e-03 -4.982095881740438229e-03 -4.981998012785855343e-03
-5.661232355819499282e-03 -5.678456282471384953e-03 -5.695678088686458376e-03 -5.712897067871621284e-03 -5.730112513601668886e-03 -5.747323719614172433e-03 -5.764529979882132907e-03 -5.781730588636903659e-03 -5.798924840441943909e-03 -5.816112030206837917e-03 -5.833291453237432825e-03 -5.850462405263759033e-03 -5.867624182479828226e-03 -5.884776081599800250e-03 -5.901917399876779706e-03 -5.919047435148564948e-03 -5.936165485888422570e-03 -5.953270851223209197e-03 -5.970362830989218300e-03 -6.140392964759296482e-03 -6.308321055642951598e-03 -6.473464539775808206e-03 -6.635156235688525680e-03 -6.792748007861870371e-03 -6.945614310736389005e-03 -7.093155591059818570e-03 -7.234801527409841400e-03 -7.370014086843271542e-03 -7.498290379764720008e-03 -7.619165295624123931e-03 -7.732213903443569021e-03 -7.837053602738135519e-03 -7.933346012065970593e-03 -8.020798584248582663e-03 -8.099165939105458512e-03 -8.168250906379903586e-03 -8.227905273582341444e-03 -8.308170637065483838e-03 -7.626155362800574218e-03 -6.658047784311548270e-03 -5.916081011058666253e-03 -5.674537453500693926e-03 -5.869113199468703294e-03 -6.206522741169936096e-03 -6.388461714410755173e-03 -6.295660218222069553e-03 -6.024232877557642897e-03 -5.776479349609502968e-03 -5.702299603783765256e-03 -5.805061935638036047e-03 -5.964826392706394642e-03 -6.043693519998690096e-03 -5.986664164986216577e-03 -5.847503030706179342e-03 -5.732506333789724219e-03 -5.817409420118681979e-03 -5.706504449450774605e-03 -5.728816396783970553e-03 -5.686710174378724336e-03 -5.695270044597108665e-03 -5.674914480244282362e-03 -5.677597662892885921e-03 -5.667214310576288057e-03 -5.666852024384625396e-03 -5.661627968700599575e-03 -5.659836007095480140e-03 -5.657247323897911760e-03 -5.655039329447096932e-03 -5.653663857387802860e-03 -5.651613777426693977e-03 -5.650690709285324798e-03 -5.649041712231774905e-03 -5.648227730621955753e-03 -5.640984303454355323e-03 -5.637439179681883253e-03 -5.635308699080764962e-03 -5.633886938861664903e-03 -5.632871816211428538e-03 -5.632110489074367010e-03 -5.631518316820555321e-03 -5.631044579331388397e-03 -5.630656978589942963e-03 -5.630333978030964762e-03 -5.630060669568138013e-03 -5.629826405133866660e-03 -5.629623375999389008e-03 -5.629445725525717911e-03 -5.629288975093387631e-03 -5.629149641370565123e-03 -5.629024974356864990e-03 -5.628912774043155764e-03
-6.286578279259924344e-03 -6.306700809922907540e-03 -6.326820785057739663e-03 -6.346937353018335462e-03 -6.367049662400640908e-03 -6.387156861985840081e-03 -6.407258100897414432e-03 -6.427352528555264552e-03 -6.447439294798851250e-03 -6.467517549896091220e-03 -6.487586444583403125e-03 -6.507645130150711658e-03 -6.527692758459614428e-03 -6.547728482001614891e-03 -6.567751453953020284e-03 -6.587760828207609061e-03 -6.607755759433961776e-03 -6.627735403130496916e-03 -6.647698915651647014e-03 -6.846261944160869466e-03 -7.042292152317950263e-03 -7.234967706814988617e-03 -7.423485822658247579e-03 -7.607067294124194960e-03 -7.784960874019359114e-03 -7.956447473154954625e-03 -8.120844153403927040e-03 -8.277507888732276928e-03 -8.425839070666640146e-03 -8.565284736157899662e-03 -8.695341497760245009e-03 -8.815558158058744292e-03 -8.925537992497491191e-03 -9.024940687010480148e-03 -9.113483919225265698e-03 -9.190944574401851974e-03 -9.257159589857646281e-03 -9.307682967214434694e-03 -8.471989616600379344e-03 -7.335726061601993350e-03 -6.507895456726843497e-03 -6.289336471804100534e-03 -6.566769691956952752e-03 -6.967531932402656718e-03 -7.142922272508957574e-03 -6.983306970437479395e-03 -6.638798266985485377e-03 -6.364374859391053012e-03 -6.322144551553739340e-03 -6.482555839943331122e-03 -6.677195317141326573e-03 -6.742309425964143448e-03 -6.636890789960254652e-03 -6.453861784269666543e-03 -6.331451220791389604e-03 -6.483781903658600299e-03 -6.321630053038681911e-03 -6.370537051533298363e-03 -6.308144081321363610e-03 -6.326821653591244328e-03 -6.298884299463569647e-03 -6.304169398713760017e-03 -6.292017635568340587e-03 -6.290936830722277003e-03 -6.286339302080957633e-03 -6.282784395506911534e-03 -6.281392539404936741e-03 -6.277555580170070607e-03 -6.277087536797144700e-03 -6.273995749556374527e-03 -6.273447139744296568e-03 -6.271349298515122191e-03 -6.270474697247103643e-03 -6.262354893755294957e-03 -6.258332581393957414e-03 -6.255938280380355168e-03 -6.254336359553964823e-03 -6.253192077578180290e-03 -6.252334239344151286e-03 -6.251667020318310217e-03 -6.251133209609129396e-03 -6.250696454758464422e-03 -6.250332496710221501e-03 -6.250024532889936028e-03 -6.249760563377801913e-03 -6.249531789587527315e-03 -6.249331612558080111e-03 -6.249154985825516526e-03 -6.248997984289647242e-03 -6.248857509230258678e-03 -6.248731081678035419e-03
-6.890268805302604722e-03 -6.913225104654825877e-03 -6.936178420980244896e-03 -6.959127760170410841e-03 -6.982072128353012004e-03 -7.005010531955208064e-03 -7.027941977744691857e-03 -7.050865472922754687e-03 -7.073780025108217587e-03 -7.096684642472851634e-03 -7.119578333756459640e-03 -7.142460108335041240e-03 -7.165328976271059976e-03 -7.188183948392376683e-03 -7.211024036314331656e-03 -7.233848252536098991e-03 -7.256655610460785097e-03 -7.279445124490314598e-03 -7.302215810047353768e-03 -7.528671349501507397e-03 -7.752170900560797009e-03 -7.971755870311462294e-03 -8.186490356896660922e-03 -8.395466541746728073e-03 -8.597809897615571809e-03 -8.792684178569409523e-03 -8.979296159435077446e-03 -9.156900093932641982e-03 -9.324801863033724963e-03 -9.482362786928551224e-03 -9.629003076422223278e-03 -9.764204902126247254e-03 -9.887515062478886146e-03 -9.998547234417204388e-03 -1.009698379344468010e-02 -1.018257719279048144e-02 -1.025515089441885082e-02 -1.027635116813263583e-02 -9.291640000091283200e-03 -7.994128014103641516e-03 -7.085931227768715521e-03 -6.891000086031358676e-03 -7.246222360790035948e-03 -7.702401409814224435e-03 -7.865584970055513464e-03 -7.639841535425372088e-03 -7.229194405797903511e-03 -6.936736539258324397e-03 -6.930754591649844476e-03 -7.145645308800635184e-03 -7.366742500307972910e-03 -7.410544181310077874e-03 -7.255558598996370359e-03 -7.034659052760719802e-03 -6.913444209701616675e-03 -7.126701628574710554e-03 -6.916175489088965608e-03 -6.989560078124302731e-03 -6.909249928690917690e-03 -6.935362457020995304e-03 -6.902753801631751618e-03 -6.907729230555788476e-03 -6.896558386461309684e-03 -6.892343410546238058e-03 -6.890368388741045444e-03 -6.883537863409497012e-03 -6.884381720934446003e-03 -6.878322017312794509e-03 -6.878986560414128426e-03 -6.874917972274111402e-03 -6.874487622454593383e-03 -6.872305750265502930e-03 -6.870978913955963670e-03 -6.862220768550567410e-03 -6.857689185593566703e-03 -6.855030599502881170e-03 -6.853253183606786147e-03 -6.851980617393525763e-03 -6.851026720751450354e-03 -6.850285085969924984e-03 -6.849691737452692428e-03 -6.849206229862228254e-03 -6.848801639698635924e-03 -6.848459300442398708e-03 -6.848165868345744076e-03 -6.847911559797854701e-03 -6.847689039296807681e-03 -6.847492697659628147e-03 -6.847318171875378320e-03 -6.847162017267706749e-03 -6.847021478115576654e-03
-7.476211162220312671e-03 -7.501942059431056589e-03 -7.527669554653626700e-03 -7.553392514142863619e-03 -7.579109804501210981e-03 -7.604820292581866703e-03 -7.630522845708209885e-03 -7.656216331651163540e-03 -7.681899618712828212e-03 -7.707571575797420027e-03 -7.733231072489851927e-03 -7.758876979096517024e-03 -7.784508166737395471e-03 -7.810123507393043792e-03 -7.835721873988581512e-03 -7.861302140446519565e-03 -7.886863181752176710e-03 -7.912403874038066026e-03 -7.937923094636563717e-03 -8.191688360339137789e-03 -8.442082970600249536e-03 -8.688014347625906339e-03 -8.928416197106285937e-03 -9.162254749382672120e-03 -9.388534784060495811e-03 -9.606305398583883659e-03 -9.814665482231579516e-03 -1.001276885994452533e-02 -1.019982907241266494e-02 -1.037512376131895925e-02 -1.053799863154804457e-02 -1.068787096517747476e-02 -1.082423266521132486e-02 -1.094665281036839681e-02 -1.105477970566060356e-02 -1.114834241706250464e-02 -1.122715178215002302e-02 -1.122005985744291973e-02 -1.009077667297900507e-02 -8.637485592197780698e-03 -7.652258965813276900e-03 -7.480044919679290985e-03 -7.908320708458661460e-03 -8.414352458793876097e-03 -8.562738834636544200e-03 -8.273259376495693818e-03 -7.802453454555030761e-03 -7.497464725372035566e-03 -7.528822338295061353e-03 -7.793984773938502156e-03 -8.035012108487591537e-03 -8.053427492330896692e-03 -7.850289337161515599e-03 -7.597381129193449614e-03 -7.483275205059501667e-03 -7.748353769609736541e-03 -7.495524385814865236e-03 -7.588611531683379929e-03 -7.494788401922455878e-03 -7.524174648325453012e-03 -7.490802609252165609e-03 -7.491977283698427088e-03 -7.484761881769162392e-03 -7.475062721791219875e-03 -7.477418325319054246e-03 -7.466240447588197264e-03 -7.469834167390017494e-03 -7.461503334285246591e-03 -7.463014491286843258e-03 -7.458469217045462021e-03 -7.457569379496521711e-03 -7.455884274679224107e-03 -7.453611359350893403e-03 -7.444459537163862495e-03 -7.439415752734336237e-03 -7.436479813336329021e-03 -7.434531680892650721e-03 -7.433133321374574276e-03 -7.432083764830036028e-03 -7.431268131266430439e-03 -7.430615801130928746e-03 -7.430082006693478416e-03 -7.429637135269615174e-03 -7.429260707142238893e-03 -7.428938063002534127e-03 -7.428658440532904736e-03 -7.428413769899011761e-03 -7.428197883112028048e-03 -7.428005983588730973e-03 -7.427834284181993388e-03 -7.427679754838515877e-03
-8.047232073831091931e-03 -8.075684148947572666e-03 -8.104132411663952928e-03 -8.132575591435575388e-03 -8.161012418207009428e-03 -8.189441622143783100e-03 -8.217861933947591055e-03 -8.246272084797875990e-03 -8.274670806538868273e-03 -8.303056831663574444e-03 -8.331428893426190765e-03 -8.359785725923940536e-03 -8.388126064163406448e-03 -8.416448644142687091e-03 -8.444752202885926623e-03 -8.473035478613950844e-03 -8.501297210718735536e-03 -8.529536139884360060e-03 -8.557751008165425527e-03 -8.838300718103934278e-03 -9.115073591213430221e-03 -9.386845820396515910e-03 -9.652423412400874120e-03 -9.910649262941119073e-03 -1.016040998338947100e-02 -1.040064243373928568e-02 -1.063033991760378369e-02 -1.084855799877930578e-02 -1.105441990071559348e-02 -1.124712145345193454e-02 -1.142593555583502896e-02 -1.159021612437474875e-02 -1.173940150367864740e-02 -1.187301731725849685e-02 -1.199067874162964599e-02 -1.209209219040830244e-02 -1.217705639981288626e-02 -1.214290028642304141e-02 -1.087306182527659343e-02 -9.268367551789603170e-03 -8.208185893420018309e-03 -8.057195400364246599e-03 -8.554481507562031531e-03 -9.106542186812038517e-03 -9.239260799434519458e-03 -8.888903106978067112e-03 -8.362660767507515067e-03 -8.048419681367758455e-03 -8.116550160750187620e-03 -8.427908077764816736e-03 -8.684227509185658139e-03 -8.675502768043592133e-03 -8.426696506708460793e-03 -8.146677269358798892e-03 -8.043311278211402737e-03 -8.351076497103836205e-03 -8.063062711361467308e-03 -8.170067260087751290e-03 -8.067837091821197792e-03 -8.095971143053482671e-03 -8.065804420403086678e-03 -8.059882742240854700e-03 -8.059201728209638635e-03 -8.042204341184045271e-03 -8.049984658310527230e-03 -8.034019891982279588e-03 -8.040281845644318276e-03 -8.030146555613753082e-03 -8.031815770977305743e-03 -8.027567417327444513e-03 -8.025467865826226357e-03 -8.024883740586023079e-03 -8.021244093989424173e-03 -8.011849593494551822e-03 -8.006336764651034513e-03 -8.003103532264566750e-03 -8.000985071736892856e-03 -7.999464894527479400e-03 -7.998320800097477590e-03 -7.997431381636544573e-03 -7.996720470691564414e-03 -7.996138878851371742e-03 -7.995654125360400488e-03 -7.995243909372447971e-03 -7.994892301583211500e-03 -7.994587585883094691e-03 -7.994320962741451736e-03 -7.994085705645867859e-03 -7.993876586777875007e-03 -7.993689480085214641e-03 -7.993521084296077023e-03
